accuracy,loss,val_accuracy,val_loss
0.2837499976158142,0.17818650603294373,0.4650000035762787,0.14195701479911804
0.3387500047683716,0.16284425556659698,0.38499999046325684,0.13579462468624115
0.3712500035762787,0.154545396566391,0.4000000059604645,0.12905442714691162
0.4312500059604645,0.14363910257816315,0.5450000166893005,0.11826545000076294
0.48249998688697815,0.1358145922422409,0.4099999964237213,0.11615677177906036
0.4937500059604645,0.1299791932106018,0.6349999904632568,0.10939197242259979
0.5487499833106995,0.12392007559537888,0.7749999761581421,0.10393363237380981
0.5837500095367432,0.117916040122509,0.6800000071525574,0.10233105719089508
0.625,0.11004921048879623,0.5899999737739563,0.09629164636135101
0.6524999737739563,0.10888467729091644,0.7149999737739563,0.08983427286148071
0.6625000238418579,0.10457196086645126,0.6449999809265137,0.08557138592004776
0.71875,0.10021393746137619,0.6850000023841858,0.08044504374265671
0.7174999713897705,0.09805161505937576,0.6100000143051147,0.07880738377571106
0.7749999761581421,0.09320167452096939,0.7649999856948853,0.0726289302110672
0.7837499976158142,0.08777200430631638,0.6899999976158142,0.07168367505073547
0.800000011920929,0.08661215752363205,0.7149999737739563,0.06835197657346725
0.8337500095367432,0.08078831434249878,0.6200000047683716,0.07233698666095734
0.8274999856948853,0.08052458614110947,0.7599999904632568,0.06547000259160995
0.8487499952316284,0.07688644528388977,0.8149999976158142,0.060502104461193085
0.8587499856948853,0.07356077432632446,0.8550000190734863,0.05814163759350777
0.875,0.07343243807554245,0.8799999952316284,0.055291447788476944
0.8837500214576721,0.06831979006528854,0.7900000214576721,0.057486642152071
0.8887500166893005,0.06454914063215256,0.8949999809265137,0.049626488238573074
0.8912500143051147,0.0633929967880249,0.8299999833106995,0.05335196480154991
0.8587499856948853,0.0645914375782013,0.8899999856948853,0.04989270120859146
0.8999999761581421,0.06093977019190788,0.8450000286102295,0.047475479543209076
0.9037500023841858,0.060416460037231445,0.7250000238418579,0.058428503572940826
0.887499988079071,0.05777709186077118,0.9449999928474426,0.03758859261870384
0.8924999833106995,0.05775216594338417,0.8100000023841858,0.04745074361562729
0.8974999785423279,0.05441124737262726,0.925000011920929,0.03729338198900223
0.9112499952316284,0.04983890429139137,0.8700000047683716,0.03619930148124695
0.9150000214576721,0.048640184104442596,0.9300000071525574,0.03329169377684593
0.8974999785423279,0.051458898931741714,0.9049999713897705,0.03227710723876953
0.9012500047683716,0.0462348498404026,0.8299999833106995,0.042284492403268814
0.9287499785423279,0.04596417397260666,0.8849999904632568,0.02991081215441227
0.90625,0.04437662661075592,0.9150000214576721,0.030237292870879173
0.8987500071525574,0.04295540228486061,0.8050000071525574,0.03386634215712547
0.9024999737739563,0.041970230638980865,0.8949999809265137,0.02529948204755783
0.9125000238418579,0.041045285761356354,0.8700000047683716,0.024538684636354446
0.9037500023841858,0.043345123529434204,0.875,0.025349516421556473
0.9087499976158142,0.03927650302648544,0.925000011920929,0.021186333149671555
0.9150000214576721,0.03992876037955284,0.9150000214576721,0.019339801743626595
0.9300000071525574,0.03525136783719063,0.9549999833106995,0.014665709808468819
0.9237499833106995,0.03432988002896309,0.8399999737739563,0.026636717841029167
0.9275000095367432,0.03531292453408241,0.8899999856948853,0.01813174970448017
0.9225000143051147,0.03329974785447121,0.8399999737739563,0.022607754915952682
0.9237499833106995,0.03320634737610817,0.8299999833106995,0.02385377138853073
0.9350000023841858,0.03152366727590561,0.8299999833106995,0.023447833955287933
0.918749988079071,0.033340323716402054,0.8399999737739563,0.022108271718025208
0.9175000190734863,0.03290916606783867,0.9350000023841858,0.013495853170752525
0.9212499856948853,0.03155333176255226,0.8450000286102295,0.02370762825012207
0.9175000190734863,0.03252791613340378,0.8600000143051147,0.021231943741440773
0.9225000143051147,0.02862204983830452,0.8299999833106995,0.024515202268958092
0.9312499761581421,0.029168110340833664,0.8999999761581421,0.014857292175292969
0.9262499809265137,0.02813073620200157,0.949999988079071,0.014326290227472782
0.9262499809265137,0.031452201306819916,0.8299999833106995,0.02438805252313614
0.9237499833106995,0.027192164212465286,0.8450000286102295,0.0160637479275465
0.9362499713897705,0.026369383558630943,0.8600000143051147,0.01265012752264738
0.9350000023841858,0.027583258226513863,0.800000011920929,0.03214510902762413
0.9225000143051147,0.02730276621878147,0.8949999809265137,0.011425060220062733
0.9287499785423279,0.02592584118247032,0.9399999976158142,0.007904897443950176
0.9212499856948853,0.02583613619208336,0.8999999761581421,0.011724364012479782
0.9350000023841858,0.026559114456176758,0.9350000023841858,0.007030316162854433
0.9312499761581421,0.025047261267900467,0.8999999761581421,0.009157243184745312
0.9262499809265137,0.02591608092188835,0.8500000238418579,0.012934425845742226
0.9399999976158142,0.02312534861266613,0.8899999856948853,0.008610392920672894
